ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to
TCK0570,Low,Resolved,Software,Slow Performance,Slow Performance reported by user.,2024-08-08,2024-08-13,Unassigned
TCK0571,Low,In Progress,Software,Network Down,Network Down reported by user.,2024-08-01,,Omar
TCK0572,Critical,Closed,Security,Slow Performance,Slow Performance reported by user.,2024-05-02,2024-05-09,Omar
TCK0573,Medium,In Progress,Security,Login Issue,Login Issue reported by user.,2024-04-26,,Sara
TCK0574,Medium,Resolved,Software,System Crash,System Crash reported by user.,2024-02-23,2024-02-27,Unassigned
TCK0575,Critical,Open,Security,Password Reset,Password Reset reported by user.,2024-08-01,,Ayesha
TCK0576,High,Closed,Hardware,Access Denied,Access Denied reported by user.,2024-04-30,2024-05-10,Omar
TCK0577,Critical,In Progress,Hardware,Slow Performance,Slow Performance reported by user.,2024-04-20,,Sara
TCK0578,Low,Resolved,Network,Password Reset,Password Reset reported by user.,2024-06-12,2024-06-13,John
TCK0579,High,Resolved,Software,Access Denied,Access Denied reported by user.,2024-09-25,2024-10-04,Sara
TCK0580,Low,Closed,Access,System Crash,System Crash reported by user.,2024-07-06,2024-07-12,John
TCK0581,High,Resolved,Software,Slow Performance,Slow Performance reported by user.,2024-02-11,2024-02-19,Unassigned
TCK0582,Low,Open,Database,Password Reset,Password Reset reported by user.,2024-11-17,,Ayesha
TCK0583,Medium,Resolved,Database,Slow Performance,Slow Performance reported by user.,2024-10-16,2024-10-18,Ayesha
TCK0584,Critical,In Progress,Software,Access Denied,Access Denied reported by user.,2024-02-25,,Unassigned
TCK0585,Medium,In Progress,Hardware,Network Down,Network Down reported by user.,2024-06-28,,Mike
TCK0586,Critical,Open,Database,Network Down,Network Down reported by user.,2024-07-02,,Fatima
TCK0587,Critical,Closed,Hardware,Password Reset,Password Reset reported by user.,2024-07-13,2024-07-17,Mike
TCK0588,High,In Progress,Database,Password Reset,Password Reset reported by user.,2024-08-08,,Fatima
TCK0589,Critical,Closed,Access,Network Down,Network Down reported by user.,2024-07-18,2024-07-22,Omar
TCK0590,Medium,Open,Access,Password Reset,Password Reset reported by user.,2024-03-15,,Unassigned
TCK0591,High,Closed,Software,Login Issue,Login Issue reported by user.,2024-01-01,2024-01-07,Fatima
TCK0592,Critical,Resolved,Software,Slow Performance,Slow Performance reported by user.,2024-11-18,2024-11-25,Unassigned
TCK0593,Low,Resolved,Access,Password Reset,Password Reset reported by user.,2024-05-27,2024-06-02,Fatima
TCK0594,Critical,Resolved,Network,Password Reset,Password Reset reported by user.,2024-08-13,2024-08-13,Fatima
TCK0595,Medium,In Progress,Network,System Crash,System Crash reported by user.,2024-07-13,,John
TCK0596,Low,Closed,Software,Login Issue,Login Issue reported by user.,2024-12-01,2024-12-10,Ayesha
TCK0597,Low,Closed,Security,Login Issue,Login Issue reported by user.,2024-11-22,2024-11-25,Sara
TCK0598,Critical,In Progress,Hardware,Slow Performance,Slow Performance reported by user.,2024-12-09,,Unassigned
TCK0599,Medium,Closed,Network,Access Denied,Access Denied reported by user.,2024-12-18,2024-12-24,Fatima
TCK0600,Medium,Closed,Software,Slow Performance,Slow Performance reported by user.,2024-05-11,2024-05-21,Mike
TCK0601,Medium,Open,Database,Network Down,Network Down reported by user.,2024-01-03,,Omar
TCK0602,High,Resolved,Access,Login Issue,Login Issue reported by user.,2024-04-23,2024-04-29,John
TCK0603,High,Resolved,Software,Access Denied,Access Denied reported by user.,2024-07-03,2024-07-10,Mike
TCK0604,Medium,Resolved,Security,Network Down,Network Down reported by user.,2024-07-30,2024-07-31,Ayesha
TCK0605,Critical,Open,Security,Login Issue,Login Issue reported by user.,2024-02-14,,Omar
TCK0606,Critical,Open,Software,Access Denied,Access Denied reported by user.,2024-12-30,,Omar
TCK0607,Medium,Closed,Hardware,Access Denied,Access Denied reported by user.,2024-02-28,2024-03-03,Omar
TCK0608,Critical,Resolved,Network,Network Down,Network Down reported by user.,2024-12-13,2024-12-16,Mike
TCK0609,Critical,In Progress,Database,Login Issue,Login Issue reported by user.,2024-05-31,,Sara
TCK0610,Medium,Closed,Software,Password Reset,Password Reset reported by user.,2024-11-29,2024-12-08,Sara
TCK0611,High,Closed,Hardware,Network Down,Network Down reported by user.,2024-10-29,2024-11-07,Ayesha
TCK0612,Critical,Open,Security,Access Denied,Access Denied reported by user.,2024-02-21,,Fatima
TCK0613,Medium,Open,Database,Network Down,Network Down reported by user.,2024-04-07,,Sara
TCK0614,High,Resolved,Security,Network Down,Network Down reported by user.,2024-12-02,2024-12-06,Omar
TCK0615,Critical,Resolved,Software,System Crash,System Crash reported by user.,2024-11-11,2024-11-21,Mike
TCK0616,High,Open,Hardware,Access Denied,Access Denied reported by user.,2024-02-02,,Sara
TCK0617,Medium,Closed,Database,System Crash,System Crash reported by user.,2024-01-06,2024-01-08,Mike
TCK0618,Low,In Progress,Hardware,System Crash,System Crash reported by user.,2024-09-15,,Unassigned
TCK0619,High,Open,Network,Access Denied,Access Denied reported by user.,2024-05-27,,Unassigned
TCK0620,High,Resolved,Software,Network Down,Network Down reported by user.,2024-04-14,2024-04-21,Unassigned
TCK0621,Medium,Open,Hardware,Network Down,Network Down reported by user.,2024-08-07,,Omar
TCK0622,Low,Resolved,Hardware,Password Reset,Password Reset reported by user.,2024-05-29,2024-05-29,Fatima
TCK0623,Critical,Open,Network,System Crash,System Crash reported by user.,2024-07-23,,Sara
TCK0624,Medium,Closed,Database,Network Down,Network Down reported by user.,2024-05-24,2024-05-30,Mike
TCK0625,High,Resolved,Network,Network Down,Network Down reported by user.,2024-10-13,2024-10-13,Mike
TCK0626,High,Closed,Network,Network Down,Network Down reported by user.,2024-05-09,2024-05-15,John
TCK0627,High,Closed,Hardware,Network Down,Network Down reported by user.,2024-03-19,2024-03-23,Fatima
TCK0628,High,In Progress,Security,Access Denied,Access Denied reported by user.,2024-06-22,,Ayesha
TCK0629,Critical,Closed,Security,Slow Performance,Slow Performance reported by user.,2024-06-19,2024-06-21,Sara
TCK0630,High,In Progress,Software,System Crash,System Crash reported by user.,2024-09-06,,Fatima
TCK0631,High,Open,Network,Login Issue,Login Issue reported by user.,2024-10-27,,Unassigned
TCK0632,High,Closed,Access,Password Reset,Password Reset reported by user.,2024-06-03,2024-06-09,Sara
TCK0633,High,Closed,Network,Login Issue,Login Issue reported by user.,2024-03-14,2024-03-21,John
TCK0634,High,Resolved,Access,Slow Performance,Slow Performance reported by user.,2024-07-08,2024-07-12,Omar
TCK0635,Medium,In Progress,Software,Network Down,Network Down reported by user.,2024-01-15,,John
TCK0636,Critical,Resolved,Database,Access Denied,Access Denied reported by user.,2024-02-20,2024-02-27,Omar
TCK0637,Low,Closed,Network,System Crash,System Crash reported by user.,2024-12-01,2024-12-06,Sara
TCK0638,High,Open,Database,Slow Performance,Slow Performance reported by user.,2024-10-13,,Fatima
TCK0639,Critical,In Progress,Security,Network Down,Network Down reported by user.,2024-11-06,,Ayesha
TCK0640,Low,Closed,Hardware,Password Reset,Password Reset reported by user.,2024-07-18,2024-07-24,Mike
TCK0641,High,Closed,Hardware,Password Reset,Password Reset reported by user.,2024-11-15,2024-11-15,Unassigned
TCK0642,High,Open,Network,Slow Performance,Slow Performance reported by user.,2024-12-29,,Unassigned
TCK0643,Low,In Progress,Hardware,Password Reset,Password Reset reported by user.,2024-09-09,,Mike
TCK0644,Medium,Open,Network,Slow Performance,Slow Performance reported by user.,2024-10-11,,John
TCK0645,Critical,Closed,Access,Access Denied,Access Denied reported by user.,2024-06-04,2024-06-10,John
TCK0646,Critical,Open,Hardware,Password Reset,Password Reset reported by user.,2024-03-22,,Ayesha
TCK0647,High,Open,Software,System Crash,System Crash reported by user.,2024-01-13,,Sara
TCK0648,Medium,In Progress,Security,Password Reset,Password Reset reported by user.,2024-10-28,,Ayesha
TCK0649,Critical,In Progress,Security,Slow Performance,Slow Performance reported by user.,2024-04-23,,Sara
TCK0650,Critical,Closed,Network,Login Issue,Login Issue reported by user.,2024-04-01,2024-04-03,Unassigned
TCK0651,Low,Resolved,Network,Slow Performance,Slow Performance reported by user.,2024-08-24,2024-09-02,John
TCK0652,High,Open,Software,Login Issue,Login Issue reported by user.,2024-04-24,,Fatima
TCK0653,High,Resolved,Software,System Crash,System Crash reported by user.,2024-06-02,2024-06-06,Unassigned
TCK0654,Critical,Resolved,Security,Network Down,Network Down reported by user.,2024-05-05,2024-05-08,Mike
TCK0655,Critical,In Progress,Hardware,Login Issue,Login Issue reported by user.,2024-06-26,,John
TCK0656,Medium,Closed,Access,Password Reset,Password Reset reported by user.,2024-04-28,2024-04-30,Ayesha
TCK0657,High,Closed,Security,Network Down,Network Down reported by user.,2024-07-20,2024-07-21,Sara
TCK0658,Critical,In Progress,Access,Login Issue,Login Issue reported by user.,2024-04-12,,Ayesha
TCK0659,High,In Progress,Access,Password Reset,Password Reset reported by user.,2024-05-30,,Omar
TCK0660,Critical,Closed,Software,Login Issue,Login Issue reported by user.,2024-10-18,2024-10-20,Ayesha
TCK0661,Low,Open,Security,System Crash,System Crash reported by user.,2024-05-10,,Sara
TCK0662,High,Resolved,Hardware,Slow Performance,Slow Performance reported by user.,2024-08-09,2024-08-15,Sara
TCK0663,Critical,In Progress,Software,Network Down,Network Down reported by user.,2024-09-20,,Mike
TCK0664,High,Closed,Hardware,Slow Performance,Slow Performance reported by user.,2024-04-10,2024-04-19,Unassigned
TCK0665,Low,Resolved,Software,Password Reset,Password Reset reported by user.,2024-01-08,2024-01-12,Sara
TCK0666,Critical,In Progress,Database,Slow Performance,Slow Performance reported by user.,2024-08-23,,John
TCK0667,Medium,Open,Database,Slow Performance,Slow Performance reported by user.,2024-06-08,,Omar
TCK0668,Critical,Open,Network,Slow Performance,Slow Performance reported by user.,2024-10-03,,Ayesha
TCK0669,High,Open,Database,Password Reset,Password Reset reported by user.,2024-01-03,,Mike
TCK0670,High,In Progress,Network,Access Denied,Access Denied reported by user.,2024-07-30,,Mike
TCK0671,Critical,In Progress,Security,System Crash,System Crash reported by user.,2024-05-13,,Sara
TCK0672,Medium,Resolved,Network,System Crash,System Crash reported by user.,2024-07-23,2024-07-27,Omar
TCK0673,Critical,Closed,Network,Login Issue,Login Issue reported by user.,2024-02-08,2024-02-10,Mike
TCK0674,Low,Open,Software,System Crash,System Crash reported by user.,2024-03-09,,Ayesha
TCK0675,High,Open,Database,Access Denied,Access Denied reported by user.,2024-05-03,,Sara
TCK0676,Low,Closed,Software,Network Down,Network Down reported by user.,2024-09-08,2024-09-17,Mike
TCK0677,High,Closed,Network,Access Denied,Access Denied reported by user.,2024-11-07,2024-11-10,Fatima
TCK0678,Critical,Open,Database,Login Issue,Login Issue reported by user.,2024-05-29,,Ayesha
TCK0679,Low,Resolved,Database,Network Down,Network Down reported by user.,2024-08-28,2024-09-06,Omar
TCK0680,Critical,Closed,Database,System Crash,System Crash reported by user.,2024-11-07,2024-11-13,Omar
TCK0681,Low,Open,Access,Access Denied,Access Denied reported by user.,2024-12-16,,John
TCK0682,Critical,In Progress,Hardware,System Crash,System Crash reported by user.,2024-03-29,,Fatima
TCK0683,Low,Closed,Security,Slow Performance,Slow Performance reported by user.,2024-06-14,2024-06-18,Ayesha
TCK0684,Low,Open,Database,Network Down,Network Down reported by user.,2024-08-06,,Sara
TCK0685,Low,Closed,Software,Network Down,Network Down reported by user.,2024-07-09,2024-07-15,Omar
TCK0686,Medium,Resolved,Access,Access Denied,Access Denied reported by user.,2024-11-06,2024-11-09,Mike
TCK0687,Critical,Open,Security,Password Reset,Password Reset reported by user.,2024-07-08,,Fatima
TCK0688,High,Open,Access,Login Issue,Login Issue reported by user.,2024-01-17,,Sara
TCK0689,Critical,Closed,Software,System Crash,System Crash reported by user.,2024-03-09,2024-03-14,Omar
TCK0690,Medium,In Progress,Network,Network Down,Network Down reported by user.,2024-02-13,,Fatima
TCK0691,High,Open,Database,Password Reset,Password Reset reported by user.,2024-01-17,,Sara
TCK0692,Medium,In Progress,Network,Access Denied,Access Denied reported by user.,2024-01-17,,Unassigned
TCK0693,Medium,Open,Access,Network Down,Network Down reported by user.,2024-08-28,,John
TCK0694,High,In Progress,Software,Access Denied,Access Denied reported by user.,2024-09-14,,Sara
TCK0695,Critical,Closed,Hardware,Login Issue,Login Issue reported by user.,2024-09-04,2024-09-11,Ayesha
TCK0696,Critical,In Progress,Database,System Crash,System Crash reported by user.,2024-02-19,,Ayesha
TCK0697,High,Resolved,Database,Login Issue,Login Issue reported by user.,2024-02-26,2024-03-04,John
TCK0698,High,Resolved,Network,Network Down,Network Down reported by user.,2024-02-07,2024-02-14,John
TCK0699,Medium,Open,Software,Network Down,Network Down reported by user.,2024-05-01,,Unassigned
TCK0700,Medium,Resolved,Software,Network Down,Network Down reported by user.,2024-04-28,2024-04-30,Mike
TCK0701,Medium,Closed,Access,Login Issue,Login Issue reported by user.,2024-02-12,2024-02-14,Sara
TCK0702,Medium,Resolved,Hardware,Access Denied,Access Denied reported by user.,2024-04-12,2024-04-13,Ayesha
TCK0703,Critical,In Progress,Access,Slow Performance,Slow Performance reported by user.,2024-02-09,,Unassigned
TCK0704,Critical,Open,Database,System Crash,System Crash reported by user.,2024-09-23,,Omar
TCK0705,Critical,Closed,Database,Password Reset,Password Reset reported by user.,2024-09-25,2024-09-29,Sara
TCK0706,Low,Closed,Network,Password Reset,Password Reset reported by user.,2024-05-19,2024-05-28,Fatima
TCK0707,Critical,Open,Security,Access Denied,Access Denied reported by user.,2024-05-24,,Omar
TCK0708,Medium,Closed,Software,System Crash,System Crash reported by user.,2024-02-17,2024-02-26,Fatima
TCK0709,High,Resolved,Database,System Crash,System Crash reported by user.,2024-11-26,2024-12-01,Fatima
TCK0710,Low,In Progress,Network,Password Reset,Password Reset reported by user.,2024-02-22,,John
TCK0711,High,Resolved,Hardware,Login Issue,Login Issue reported by user.,2024-11-19,2024-11-28,Unassigned
TCK0712,High,In Progress,Software,Password Reset,Password Reset reported by user.,2024-06-30,,Omar
TCK0713,Medium,Closed,Software,Slow Performance,Slow Performance reported by user.,2024-11-01,2024-11-08,Mike
TCK0714,High,Resolved,Software,System Crash,System Crash reported by user.,2024-02-17,2024-02-18,Mike
TCK0715,High,Resolved,Network,Login Issue,Login Issue reported by user.,2024-06-24,2024-06-28,Ayesha
TCK0716,Critical,In Progress,Software,Access Denied,Access Denied reported by user.,2024-07-23,,Mike
TCK0717,Low,Open,Network,Login Issue,Login Issue reported by user.,2024-05-08,,John
TCK0718,Medium,Resolved,Software,Password Reset,Password Reset reported by user.,2024-04-04,2024-04-09,Omar
TCK0719,Low,Open,Access,System Crash,System Crash reported by user.,2024-11-24,,Ayesha
TCK0720,Critical,In Progress,Network,Slow Performance,Slow Performance reported by user.,2024-09-18,,Mike
TCK0721,Medium,In Progress,Network,Network Down,Network Down reported by user.,2024-03-03,,Sara
TCK0722,Medium,Open,Network,Access Denied,Access Denied reported by user.,2024-06-18,,Mike
TCK0723,Medium,Resolved,Security,Access Denied,Access Denied reported by user.,2024-06-30,2024-07-02,Omar
TCK0724,Medium,Resolved,Network,System Crash,System Crash reported by user.,2024-08-30,2024-08-30,John
TCK0725,High,Open,Software,Password Reset,Password Reset reported by user.,2024-11-19,,Omar
TCK0726,Low,In Progress,Software,Slow Performance,Slow Performance reported by user.,2024-03-29,,Fatima
TCK0727,Critical,In Progress,Database,Access Denied,Access Denied reported by user.,2024-08-30,,Mike
TCK0728,Medium,Resolved,Access,Password Reset,Password Reset reported by user.,2024-12-05,2024-12-13,Ayesha
TCK0729,Medium,Open,Database,Access Denied,Access Denied reported by user.,2024-07-30,,John
TCK0730,High,Closed,Security,Network Down,Network Down reported by user.,2024-09-01,2024-09-04,John
TCK0731,Medium,In Progress,Software,Login Issue,Login Issue reported by user.,2024-11-01,,Fatima
TCK0732,Critical,Open,Hardware,Network Down,Network Down reported by user.,2024-03-11,,Omar
TCK0733,Critical,In Progress,Software,Access Denied,Access Denied reported by user.,2024-03-25,,Fatima
TCK0734,High,In Progress,Software,Slow Performance,Slow Performance reported by user.,2024-10-28,,Ayesha
TCK0735,Medium,Open,Software,Login Issue,Login Issue reported by user.,2024-03-22,,Unassigned
TCK0736,Medium,Open,Security,Password Reset,Password Reset reported by user.,2024-10-23,,Sara
TCK0737,Low,Open,Software,Slow Performance,Slow Performance reported by user.,2024-05-14,,Unassigned
TCK0738,Critical,Resolved,Software,Login Issue,Login Issue reported by user.,2024-09-17,2024-09-25,Unassigned
TCK0739,Low,Open,Security,Network Down,Network Down reported by user.,2024-04-16,,Omar
TCK0740,Critical,Open,Hardware,System Crash,System Crash reported by user.,2024-04-23,,Unassigned
TCK0741,Medium,Closed,Access,Password Reset,Password Reset reported by user.,2024-10-24,2024-10-24,Mike
TCK0742,Medium,Open,Network,Access Denied,Access Denied reported by user.,2024-02-13,,Ayesha
TCK0743,Low,Resolved,Network,Network Down,Network Down reported by user.,2024-08-02,2024-08-11,Sara
TCK0744,Low,Closed,Software,Network Down,Network Down reported by user.,2024-10-30,2024-10-31,Fatima
TCK0745,Low,In Progress,Software,Slow Performance,Slow Performance reported by user.,2024-03-11,,Unassigned
TCK0746,Critical,Resolved,Hardware,System Crash,System Crash reported by user.,2024-08-22,2024-08-27,Fatima
TCK0747,Medium,Open,Access,Password Reset,Password Reset reported by user.,2024-05-25,,Unassigned
TCK0748,Low,Open,Software,Login Issue,Login Issue reported by user.,2024-09-23,,Omar
TCK0749,Low,Open,Access,Access Denied,Access Denied reported by user.,2024-04-28,,Mike
TCK0750,Low,In Progress,Access,Password Reset,Password Reset reported by user.,2024-12-01,,Sara
TCK0751,Low,Open,Software,Access Denied,Access Denied reported by user.,2024-11-13,,Mike
TCK0752,Medium,In Progress,Software,Access Denied,Access Denied reported by user.,2024-05-07,,Mike
TCK0753,Critical,Open,Hardware,System Crash,System Crash reported by user.,2024-09-15,,Omar
TCK0754,High,In Progress,Security,Password Reset,Password Reset reported by user.,2024-07-08,,Ayesha
TCK0755,Critical,Resolved,Database,Network Down,Network Down reported by user.,2024-10-29,2024-11-03,Unassigned
TCK0756,High,Resolved,Database,Network Down,Network Down reported by user.,2024-12-01,2024-12-01,Omar
TCK0757,Critical,Closed,Software,Slow Performance,Slow Performance reported by user.,2024-02-05,2024-02-10,Ayesha
TCK0758,Critical,Closed,Security,Password Reset,Password Reset reported by user.,2024-04-25,2024-05-04,Fatima
TCK0759,High,In Progress,Security,Login Issue,Login Issue reported by user.,2024-06-07,,Omar
TCK0760,High,In Progress,Network,Access Denied,Access Denied reported by user.,2024-07-14,,Omar
TCK0761,High,Open,Security,Password Reset,Password Reset reported by user.,2024-12-19,,Ayesha
TCK0762,High,In Progress,Software,System Crash,System Crash reported by user.,2024-09-23,,Fatima
TCK0763,Medium,In Progress,Hardware,Login Issue,Login Issue reported by user.,2024-04-10,,Omar
TCK0764,High,In Progress,Access,Login Issue,Login Issue reported by user.,2024-08-29,,Sara
TCK0765,Critical,Open,Network,Slow Performance,Slow Performance reported by user.,2024-03-01,,John
TCK0766,Critical,In Progress,Software,Access Denied,Access Denied reported by user.,2024-03-28,,Omar
TCK0767,Critical,Closed,Access,Login Issue,Login Issue reported by user.,2024-11-21,2024-11-24,Sara
TCK0768,Low,Resolved,Security,Login Issue,Login Issue reported by user.,2024-08-19,2024-08-29,Fatima
TCK0769,High,Closed,Hardware,Network Down,Network Down reported by user.,2024-05-01,2024-05-10,Fatima
TCK0770,Critical,Resolved,Software,Access Denied,Access Denied reported by user.,2024-04-11,2024-04-12,Unassigned
TCK0771,Medium,Closed,Hardware,Slow Performance,Slow Performance reported by user.,2024-10-11,2024-10-18,John
TCK0772,Medium,Resolved,Network,System Crash,System Crash reported by user.,2024-04-03,2024-04-13,Sara
TCK0773,High,Open,Security,Access Denied,Access Denied reported by user.,2024-11-09,,Mike
TCK0774,Critical,Closed,Network,Slow Performance,Slow Performance reported by user.,2024-08-25,2024-08-29,Sara
TCK0775,Medium,Open,Software,Login Issue,Login Issue reported by user.,2024-06-01,,John
TCK0776,High,Resolved,Access,Access Denied,Access Denied reported by user.,2024-08-31,2024-09-07,Sara
TCK0777,Critical,Closed,Access,Network Down,Network Down reported by user.,2024-04-01,2024-04-01,John
TCK0778,Medium,In Progress,Hardware,Network Down,Network Down reported by user.,2024-06-23,,Sara
TCK0779,Low,Closed,Hardware,Login Issue,Login Issue reported by user.,2024-07-22,2024-07-23,Omar
TCK0780,Low,Closed,Security,System Crash,System Crash reported by user.,2024-07-08,2024-07-17,John
TCK0781,Critical,Closed,Software,Slow Performance,Slow Performance reported by user.,2024-05-10,2024-05-13,Fatima
TCK0782,High,Closed,Software,Access Denied,Access Denied reported by user.,2024-11-01,2024-11-01,Sara
TCK0783,Low,Resolved,Security,Slow Performance,Slow Performance reported by user.,2024-09-29,2024-10-07,Fatima
TCK0784,Critical,Open,Software,Password Reset,Password Reset reported by user.,2024-07-29,,Mike
TCK0785,Low,Resolved,Network,Login Issue,Login Issue reported by user.,2024-04-13,2024-04-18,Omar
TCK0786,Low,In Progress,Database,Access Denied,Access Denied reported by user.,2024-11-24,,Sara
TCK0787,Low,Resolved,Database,System Crash,System Crash reported by user.,2024-04-13,2024-04-21,Fatima
TCK0788,Medium,Open,Software,System Crash,System Crash reported by user.,2024-12-26,,Fatima
TCK0789,Critical,Closed,Network,Slow Performance,Slow Performance reported by user.,2024-06-05,2024-06-08,Unassigned
TCK0790,Critical,Open,Access,Login Issue,Login Issue reported by user.,2024-02-27,,Fatima
TCK0791,Low,Open,Security,Network Down,Network Down reported by user.,2024-04-16,,Fatima
TCK0792,Critical,In Progress,Network,Network Down,Network Down reported by user.,2024-03-30,,Omar
TCK0793,Low,In Progress,Security,Slow Performance,Slow Performance reported by user.,2024-12-23,,Mike
TCK0794,Low,Open,Network,Access Denied,Access Denied reported by user.,2024-03-17,,Omar
TCK0795,Low,Resolved,Database,Access Denied,Access Denied reported by user.,2024-04-08,2024-04-11,Unassigned
TCK0796,High,Open,Access,Slow Performance,Slow Performance reported by user.,2024-04-02,,Unassigned
TCK0797,Low,Resolved,Software,System Crash,System Crash reported by user.,2024-10-26,2024-11-04,Omar
TCK0798,High,In Progress,Network,Access Denied,Access Denied reported by user.,2024-03-21,,Omar
TCK0799,Low,Open,Security,Slow Performance,Slow Performance reported by user.,2024-08-17,,John
TCK0800,High,In Progress,Hardware,Slow Performance,Slow Performance reported by user.,2024-03-01,,Omar
TCK0801,Low,Open,Network,Access Denied,Access Denied reported by user.,2024-09-01,,John
TCK0802,Critical,Resolved,Hardware,Login Issue,Login Issue reported by user.,2024-04-02,2024-04-04,Ayesha
TCK0803,Low,Closed,Database,Slow Performance,Slow Performance reported by user.,2024-01-03,2024-01-13,Ayesha
TCK0804,Critical,In Progress,Network,System Crash,System Crash reported by user.,2024-06-26,,Sara
TCK0805,Critical,Open,Security,Access Denied,Access Denied reported by user.,2024-09-30,,Fatima
TCK0806,Critical,Open,Hardware,Password Reset,Password Reset reported by user.,2024-10-15,,Mike
TCK0807,Medium,Open,Network,Login Issue,Login Issue reported by user.,2024-06-04,,Mike
TCK0808,Low,Resolved,Access,Password Reset,Password Reset reported by user.,2024-05-25,2024-05-27,Unassigned
TCK0809,Low,Closed,Security,Password Reset,Password Reset reported by user.,2024-06-14,2024-06-22,Fatima
TCK0810,Critical,Open,Software,Network Down,Network Down reported by user.,2024-04-03,,Unassigned
TCK0811,Critical,Resolved,Software,Network Down,Network Down reported by user.,2024-09-07,2024-09-17,Omar
TCK0812,Low,Resolved,Hardware,Network Down,Network Down reported by user.,2024-06-23,2024-06-29,John
TCK0813,Critical,Resolved,Access,System Crash,System Crash reported by user.,2024-01-27,2024-02-03,Sara
TCK0814,High,Closed,Network,Password Reset,Password Reset reported by user.,2024-05-14,2024-05-16,Ayesha
TCK0815,Low,Closed,Access,Access Denied,Access Denied reported by user.,2024-02-06,2024-02-11,Ayesha
TCK0816,Low,Resolved,Network,Network Down,Network Down reported by user.,2024-12-23,2025-01-01,John
TCK0817,High,Resolved,Security,Password Reset,Password Reset reported by user.,2024-11-20,2024-11-20,Fatima
TCK0818,Low,In Progress,Software,Password Reset,Password Reset reported by user.,2024-05-02,,Fatima
TCK0819,High,Resolved,Database,System Crash,System Crash reported by user.,2024-09-06,2024-09-11,Ayesha
TCK0820,Low,Resolved,Access,Network Down,Network Down reported by user.,2024-08-28,2024-09-02,Mike
TCK0821,High,Resolved,Hardware,Slow Performance,Slow Performance reported by user.,2024-10-16,2024-10-23,Mike
TCK0822,High,Open,Security,System Crash,System Crash reported by user.,2024-04-28,,Unassigned
TCK0823,Low,In Progress,Database,System Crash,System Crash reported by user.,2024-08-04,,Omar
TCK0824,High,Open,Access,Access Denied,Access Denied reported by user.,2024-09-05,,Sara
TCK0825,Medium,In Progress,Database,Access Denied,Access Denied reported by user.,2024-04-14,,Omar
TCK0826,High,In Progress,Hardware,Slow Performance,Slow Performance reported by user.,2024-04-23,,Ayesha
TCK0827,High,In Progress,Database,System Crash,System Crash reported by user.,2024-05-06,,Mike
TCK0828,Critical,Open,Database,Access Denied,Access Denied reported by user.,2024-04-19,,Mike
TCK0829,Medium,Open,Hardware,Login Issue,Login Issue reported by user.,2024-06-07,,Mike
TCK0830,Medium,Closed,Hardware,Login Issue,Login Issue reported by user.,2024-04-17,2024-04-18,John
TCK0831,Medium,In Progress,Hardware,Access Denied,Access Denied reported by user.,2024-06-05,,John
TCK0832,Medium,In Progress,Software,System Crash,System Crash reported by user.,2024-03-17,,Ayesha
TCK0833,High,Open,Access,Access Denied,Access Denied reported by user.,2024-01-19,,Omar
TCK0834,Low,Open,Access,Network Down,Network Down reported by user.,2024-12-20,,Sara
TCK0835,Low,Resolved,Software,Access Denied,Access Denied reported by user.,2024-06-30,2024-07-02,Fatima
TCK0836,Critical,Resolved,Network,Password Reset,Password Reset reported by user.,2024-04-12,2024-04-16,John
TCK0837,High,In Progress,Hardware,Network Down,Network Down reported by user.,2024-10-11,,Sara
TCK0838,Medium,In Progress,Access,Login Issue,Login Issue reported by user.,2024-07-16,,Fatima
TCK0839,Critical,Open,Software,Access Denied,Access Denied reported by user.,2024-07-09,,Ayesha
TCK0840,High,Closed,Hardware,Login Issue,Login Issue reported by user.,2024-06-30,2024-07-01,Fatima
TCK0841,Medium,In Progress,Access,Access Denied,Access Denied reported by user.,2024-05-24,,John
TCK0842,High,Open,Security,Login Issue,Login Issue reported by user.,2024-02-12,,Mike
TCK0843,Low,Open,Security,Login Issue,Login Issue reported by user.,2024-07-03,,Unassigned
TCK0844,Critical,Closed,Database,Access Denied,Access Denied reported by user.,2024-04-28,2024-04-29,Fatima
TCK0845,Medium,In Progress,Software,Slow Performance,Slow Performance reported by user.,2024-11-30,,Fatima
TCK0846,High,Closed,Security,Slow Performance,Slow Performance reported by user.,2024-03-25,2024-03-28,Omar
TCK0847,Low,Open,Network,Network Down,Network Down reported by user.,2024-02-27,,John
TCK0848,Medium,Open,Software,Slow Performance,Slow Performance reported by user.,2024-02-26,,Ayesha
TCK0849,Low,Resolved,Software,System Crash,System Crash reported by user.,2024-04-02,2024-04-08,Omar
TCK0850,Low,Resolved,Hardware,Password Reset,Password Reset reported by user.,2024-09-15,2024-09-17,Ayesha
TCK0851,Medium,Closed,Software,Network Down,Network Down reported by user.,2024-08-28,2024-09-01,Ayesha
TCK0852,Medium,Open,Security,Slow Performance,Slow Performance reported by user.,2024-08-04,,Sara
TCK0853,High,Closed,Network,Access Denied,Access Denied reported by user.,2024-06-21,2024-06-25,John
TCK0854,Medium,In Progress,Security,Password Reset,Password Reset reported by user.,2024-02-27,,John
TCK0855,Low,Closed,Software,Login Issue,Login Issue reported by user.,2024-07-16,2024-07-18,Unassigned
TCK0856,High,Open,Software,System Crash,System Crash reported by user.,2024-03-01,,Fatima
